id,date,name,gender,age,person_characteristics,industry_driver,perpetrator_type,continent,country,country_numeric,local_region,number_of_victims
recUPwmHTkl6WtBFT,2020-07-26,José Gustavo Arcila Rivera,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Cauca,1
recVeItQQcG4jUGnB,2020-07-18,Sigifredo Gutiérrez,Male,57,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Cauca,1
recGKyYovThOW1Bn2,2020-04-24,Floro Samboní Gómez ,Male,56,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Cauca,1
recMQIDBo4WJp1EKU,2020-08-05,Mauricio Pérez Martínez,Male,46,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Arauca,1
recxytWXBATu3FaO7,2020-01-09,Vicente Zaavedra,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,Yoro,1
recO7WJNKZPjQVQd8,2020-12-30,Lorenzo Paña,Male,55,Small-scale farmer,Sector could not be confirmed*,Hitmen,Asia,Philippines,608,Bohol,1
recSbTnplMhYIbjoD,2020-07-20,Lorenzo Caminti,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Peru,604,Junín,1
recXsOesTxXst3TcQ,2021-02-13,David Fernando Padilla,Male,18,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,Atlántida,1
recTaFHgdUn1PyTnF,2021-03-03,Víctor Martínez,Male,,Afrodescendant,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,Atlántida,1
rec0eBeEALyR7w9Fz,2021-03-03,Martín Abad Pandy,Male,,Afrodescendant,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,Atlántida,1
recZi7hnPnP7Zb3AY,2021-02-02,"Antonio ""Cano"" Arellano",Male,54,Small-scale farmer,Sector could not be confirmed*,Hitmen,Asia,Philippines,608,Negros,1
recfQck2rGsKQki4x,2020-08-24,Tomás Martínez Pinacho,Male,,,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
recyTJHUx7AEZHu82,2020-09-03,S.P.C,Male,17,Relatives of persons targeted for repression,Sector could not be confirmed*,Unspecified,Americas,Guatemala,320,Alta Verapaz,1
reck16AfC2CVMwJyd,2020-05-08,Antônio Correia dos Santos,Male,,Afrodescendant,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Bahia,1
recZSy61qoBAgkOT5,2020-09-03,Juan Pablo Prado Bolaños,Male,34,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Nariño,1
rec22q5XabBPiCBxP,2020-09-20,Alba Alexandra Pizanda Cuestas,Female,37,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Nariño,1
recyWwtXISDKAUyx4,2020-10-03,Ana Lucía Bisbicús,Female,50,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Nariño,1
recCd2MNBF1XpKuB0,2020-03-27,Rubén Jacobo Bendles,Male,29,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Región Autónoma de la Costa Caribe Norte,1
reccvWiLiwr5Bd5eJ,2020-03-27,Federico Pérez Gradiz ,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Región Autónoma de la Costa Caribe Norte,1
recgnugwTudOHiW5j,2020-12-18,María Agustín Chino,Female,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Mexico,484,Guerrero,1
reccDqghno2i3HEqc,2020-12-18,Amalia Morales Guapango,Female,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Mexico,484,Guerrero,1
rec4ExDCaTF5Zb4hS,2020-12-18,José Benito Migueleño ,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Mexico,484,Guerrero,1
rec1J4PSMqf1YJxNN,2020-12-18,Miguel Migueleño,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Mexico,484,Guerrero,1
recn8Ctmr5wj10YTe,2020-10-13,Mary Luz Pérez Camaño,Female,48,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Antioquia,1
recgxXknVBeZyz6Od,2020-11-12,Genaro Isabare Forastero,Male,,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Chocó,1
recRjJyy6R50lxnvy,2020-11-20,Gabino Ávila Martínez,Male,,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
recteuKpjUWTe6BpI,2020-11-25,Maurilio Hernández Martínez,Male,34,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
recQsjByrQD42WV8F,2020-11-16,Ismael Cruz García,Male,,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
recbb5NIqtE9mQMGr,2020-11-02,Rodolfo Díaz Jiménez,Male,,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
rece77LiEl8cBSyHO,2020-11-02,Reynaldo Bautista Bautista,Male,,Other,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
rec4Gw4Om2A0jrwiS,2020-11-02,Eutiquio Bautista Pacheco,Male,,Other,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
recND8BX5g0YrO77z,2020-05-06,Deiro Alexander Pérez Bisbicús,Male,17,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Nariño,1
recxe3kWhb8ZQDcLB,2020-12-30,Norbey Antonio Rivera,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Cauca,1
rec8MKeXFxDZ8ZwxE,2021-02-20,Ramiro Rodríguez Santiz,Male,,Other,Sector could not be confirmed*,Private military actors,Americas,Mexico,484,Chiapas,1
recvfOkvZnDi6cNfm,2021-06-28,Oliverio Martínez Merino,Male,40,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
reczk9t6uX1PuCAXi,2021-06-28,Flor de Jesús Hernández,Female,40,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
recSFcxhlgwFMaQBE,2021-07-01,Mario Marco López Huanca,Male,36,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Peru,604,Pasco,1
recnd6GyacDLUnkt5,2021-04-11,Emilio Aguilar Jiménez,Male,47,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Guatemala,320,Jalapa,1
reckamD4mTpWz2vjY,2021-03-28,José Santos López,Male,54,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Nariño,1
reciJca4bF1aLNriF,2021-03-28,Jhon Edward Martinez,Male,22,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Nariño,1
receSaYxJDya2hiIU,2021-01-08,Gonzalo Cardona Molina,Male,55,Park ranger,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Valle del Cauca,1
rec97zVt2IVk2Yx9C,2021-07-05,Simón Pedro Pérez López,Male,,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Chiapas,1
reccXSFgyU1TZSLXc,2021-02-05,Romeo Loyola Torres,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Asia,Philippines,608,Luzon,1
recZYvD8HCwEXXi5J,2021-03-07,Emanuel Asuncion,Male,,Other,Sector could not be confirmed*,Police,Asia,Philippines,608,Luzon,1
recr0eaEcUueOEMwJ,2020-06-13,Elena Tijamo,Female,,,Sector could not be confirmed*,Unspecified,Asia,Philippines,608,Bantayan ,1
rechEHSwyDPpTvjsk,2021-05-11,Joseph Canlas,Male,59,Small-scale farmer,Sector could not be confirmed*,Government officials/entities,Asia,Philippines,608,Luzon,1
recEHqY3L22IPVNGo,2021-09-03,Manuel Cartas Pérez,Male,,Other,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
recN70O6wMPMdyec2,2021-03-07,Abner Esto,Male,,Indigenous peoples,Sector could not be confirmed*,Police,Asia,Philippines,608,Luzon,1
rec5WYd9QwqtZS5C9,2021-03-07,Edward Esto,Male,,Indigenous peoples,Sector could not be confirmed*,Police,Asia,Philippines,608,Luzon,1
recfob03ueCmmMHCV,2021-02-02,Yordan Eduardo Guetio,Male,26,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Cauca,1
recWsx5auMGn4ZAdj,2021-01-07,Edwin Antonio Indaburo,Male,48,Small-scale farmer,Sector could not be confirmed*,Organised crime / mafias,Americas,Colombia,170,Antioquia,1
recEWTSmWdQ9ypGgT,2021-03-01,Jaime Enrique Basilio Basilio,Male,61,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Sucre,1
recZzEFs5EezoHMZQ,2021-03-31,Aura Esther García Peñalver,Female,,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,La Guajira,1
recVzLqRya0AvLfqe,2021-06-26,Danilo Torres,Male,,Afrodescendant,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Nariño,1
recn2cuEbCeV3sxNy,2021-08-23,Víctor Manuel Matamoros Morales,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
recduSZugmIfTAKMj,2021-08-23,Armando Suarez Matamoros,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
recYTbFbY0SRICjxo,2021-08-23,Borlan Gutiérrez Empra,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
recCbVH1XJ7Pf4dTp,2021-08-23,Armando Pérez Medina,Male,48,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
recmhxZFZHwID0R54,2021-08-23,Albert Jairo Hernández Palacio,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
recjPHFOF5Roc1XFS,2021-08-23,Sixto Gutiérrez Empra,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
rec2KjndcO4ab6qFI,2021-08-23,Kedelin Jarquín Gutiérrez,Female,22,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
recHLg5g6RqBpzpci,2021-08-23,Ody James Waldan Salgado,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
rec5bieGI7YYi5ntW,2021-08-23,Dolvin Acosta,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
recOK7k85ZbSxwaBu,2021-08-23,Morgan Pantin,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
recdBUgLsg9Wco6Y7,2021-08-23,Romel Simon Kely ,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
rectcIQWzRDvRb0vr,2021-08-23,Jaoska Jarquín Gutiérrez,Female,31,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
recrtJ6MUxXPhMJKm,2021-08-23,J.L.P. or J.R.B,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Nicaragua,558,Reserva de Bosawás,1
rec9nuzA8Lhghko36,2021-10-28,Narciso López Vasquez,Male,69,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
rec8Xfq6lFhnRmT7f,2021-09-20,Ramón Jiménez,Male,44,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Guatemala,320,Jalapa,1
rec74KNudU0GsVzPm,2021-09-15,Juan Macababbad,Male,,Lawyer,Sector could not be confirmed*,Hitmen,Asia,Philippines,608,Mindanao,1
recQnLiW9x9ghPwqq,2021-04-08,Yarley Margarito Salas,Male,,Other,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Chocó,1
rec4ARkYD5n24hMPj,2021-04-08,José Riascos,Male,,Police,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Chocó,1
rec5jjzYPbvT8MudV,2021-04-28,Wilson de Jesús López,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Caldas,1
recG9OmdI3P6tUvye,2021-06-09,Argenis Yatacué,Female,,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Corinto,1
recF2sV9LpgO1BhGd,2021-06-09,Marcelino Yatacué Ipia,Male,,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Corinto,1
recJs6wKjOgir92mZ,2021-06-14,Ángel Miro Cartagena,Male,,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Antioquia,1
rec139kH8hJKYh1hY,2021-04-06,Rafael Domicó Carupia,Male,63,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Antioquia,1
recz5s99lFcEx1Ly2,2021-10-15,Emery Bizimana Karabaranga,Male,31,Park ranger,Sector could not be confirmed*,Hitmen,Africa,Democratic Republic of Congo,180,Virunga National Park,1
rec200RNyBOgDkCL0,2021-11-20,Etienne Mutazimiza Kanyaruchinya ,Male,48,Park ranger,Sector could not be confirmed*,Private military actors,Africa,Democratic Republic of Congo,180,Virunga National Park,1
recgOf7ciOAgO91Em,2021-11-03,Jordan Liempi Machacan,Male,23,Indigenous peoples,Sector could not be confirmed*,Armed forces,Americas,Chile,152,Cañete,1
recPxGClUTBGciNUc,2021-11-21,Elías Garay,Male,29,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Argentina,032,Río Negro,1
recDj6zqt9dat3XDJ,2021-07-20,Regilson Choc Cac,Male,16,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Guatemala,320,Alta Verapaz,1
recUydNhtSrfHHGCo,2021-03-08,Jordán Terjiño Luna,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Mexico,484,Guerrero,1
recyeBAd9VlU7SNat,2021-11-30,Lucio Pascual Yumanga,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Peru,604,Pasco,1
recdmDdlOQdceKpFE,2021-08-09,Santiago Meléndez Dávila,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Peru,604,Pasco,1
recO9Dx0IkanJ1Zv7,2021-09-22,Luis Tapia Meza,Male,,Indigenous peoples,Sector could not be confirmed*,Organised crime / mafias,Americas,Peru,604,Pasco,1
recuYb2bGCbnqvxAM,2021-11-07,Jesús Solórzano Díaz,Male,,Small-scale farmer,Sector could not be confirmed*,Organised crime / mafias,Americas,Mexico,484,Chiapas,1
recPfBA2AemB76JYH,2021-08-22,Alberto Tec Caal,Male,51,Indigenous peoples,Sector could not be confirmed*,Landowners,Americas,Guatemala,320,Alta Verapaz,1
rec5ztFu1X5wOG6pz,2021-06-23,Federico de Jesús Gutiérrez,Male,,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Oaxaca,1
recxMdM6sVGfZS999,2021-06-12,Víctor Manuel Vázquez de la Torre,Male,19,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Mexico,484,Oaxaca,1
recwOYAFdOXi4a2FL,2021-06-12,Manuel Hidalgo Vázquez,Male,,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Mexico,484,Oaxaca,1
recJz0sj5e10iQOkI,2021-06-12,Rolando Pérez González,Male,,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Mexico,484,Oaxaca,1
recZgupRamZJwF9Yd,2021-06-12,Marco Antonio Jiménez de la Torre,Male,,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Mexico,484,Oaxaca,1
recn6fejMlzdSHpAP,2021-10-21,Jacinto Hernández Quiroz,Male,,Other,Sector could not be confirmed*,Organised crime / mafias,Americas,Mexico,484,Oaxaca,1
recnKClYoyQJ7CgGi,2021-10-21,Isidoro Hernández,Male,,Other,Sector could not be confirmed*,Organised crime / mafias,Americas,Mexico,484,Oaxaca,1
recY3GcbN2jJ1xgd3,2021-10-21,Marcos Quiroz Riaño,Male,,Other,Sector could not be confirmed*,Organised crime / mafias,Americas,Mexico,484,Oaxaca,1
recnLkPDSqBQMgUwg,2021-10-21,Miguel Bautista Avendaño,Male,,Other,Sector could not be confirmed*,Organised crime / mafias,Americas,Mexico,484,Oaxaca,1
rec6HdlOEMBkGLdKi,2021-10-21,Donato Bautista Avendaño,Male,,Other,Sector could not be confirmed*,Organised crime / mafias,Americas,Mexico,484,Oaxaca,1
recPvEsH4L6LZKT7i,2021-10-21,Mayolo Quiroz Barrios,Male,,Other,Sector could not be confirmed*,Organised crime / mafias,Americas,Mexico,484,Oaxaca,1
recWHZxHEmbod8JXa,2021-12-16,Marcelino Álvarez González ,Male,46,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Mexico,484,Guerrero,1
rec9y66eVnF4RZb0p,2021-07-09,Juan Manuel Moncada,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,Colón,1
recVgnKJBNbTQPdEd,2021-11-21,Celenia Bonilla,Female,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,Francisco Morazán,1
recCKkzQBT0vipVWL,2021-11-21,Nelson García,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,Francisco Morazán,1
recNpBGg2daNQUUgR,2021-09-23,Alex Barros Santos da Silva,Male,37,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Bahia,1
recal2BWRZaBZaDAi,2021-02-12,Isac Tembé,Male,24,Indigenous peoples,Sector could not be confirmed*,Police,Americas,Brazil,076,Pará,1
recvjq3WS9QEzmK3T,2021-09-24,Vipin Agarwal,Male,45,Other,Sector could not be confirmed*,Hitmen,Asia,India,356,Bihar,1
recjQmdW22QJtGwdO,2021-07-15,T Shridhar,Male,40,Journalist,Sector could not be confirmed*,Hitmen,Asia,India,356,Vijayanagara,1
recBFd6UQ4ISri7QY,2021-07-15,Venkatesh S,Male,43,Other,Sector could not be confirmed*,Hitmen,Asia,India,356,Karnataka,1
rechzRskXWAOiGlUu,2021-06-18,Reginaldo Alves Barros,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Maranhão,1
recgmI4883Ok9xzQh,2021-06-18,Maria da Luz Benício de Sousa,Female,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Maranhão,1
recQwmLIkzpA8Tpgw,2021-11-12,José do Carmo Corrêa Júnior,Male,38,Other,Sector could not be confirmed*,Landowners,Americas,Brazil,076,Maranhão,1
reco2FvAHezoUlhZF,2021-11-12,Maria José Rodrigues,Female,78,Other,Sector could not be confirmed*,Landowners,Americas,Brazil,076,Maranhão,1
recDxRzbgtI8AyYag,2021-07-02,Antônio Gonçalves Diniz ,Male,70,Afrodescendant,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Maranhão,1
recG8rRobhdTFbQeV,2021-10-29,João de Deus Moreira Rodrigues,Male,51,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Maranhão,1
reccYe0qbI8Een03Y,2021-10-10,Óscar Javier Pérez,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Honduras,340,Colón,1
recnXjKlthsxKNj5N,2021-07-05,Stan Swamy,Male,84,Other,Sector could not be confirmed*,Government officials/entities,Asia,India,356,Mumbay,1
rec37IXcIrUNFkh8b,2021-09-23,Maynal Haque,Male,30,Demonstrators,Sector could not be confirmed*,Police,Asia,India,356,Assam,1
recjVE043InSDgyvL,2021-09-23,Sheikh Farid ,Male,,Children,Sector could not be confirmed*,Police,Asia,India,356,Assam,1
recctT9w7OGPrKAxb,2021-09-23,Saddam Husaain,Male,,Demonstrators,Sector could not be confirmed*,Police,Asia,India,356,Assam,1
recl0YapCOJDlpCVm,2021-10-16,Roberto Muniz Campista,Male,50,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Tocantins,1
recOUqg8fB8XdHsCR,2021-10-01,Jhon Alberto Pascal,Male,25,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Nariño,1
reccFXBXfiKhGsdsu,2021-09-20,Dilio Bailarín,Male,,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Chocó,1
recKKtIsU0MuUduAs,2021-09-22,Ilia Pilcué Yule,Female,75,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Cauca,1
recnWFuHh2rhrRBty,2021-12-10,Fredy Pestana Herrera,Male,53,Other,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Chocó,1
recRAuyY95yYnyMHo,2021-05-14,Cristian Torres Cifuentes,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,Nariño,1
recWN5IjJ7AuZ8GqE,2021-12-10,Juana Panesso Dumasá,Female,,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Chocó,1
recoWXro2SNLnsHA8,2021-06-14,Bonifacio Dixon Francis,Male,19,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Nicaragua,558,Región Autónoma de la Costa Caribe Norte,1
recuBii8CuqdO1zF3,2021-07-05,Lino Peña Vaca,Male,78,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Bolivia,068,Santa Cruz,1
recvhKgUCs9BlZNip,2021-05-08,Pedro Lunez Pérez,Male,24,Indigenous peoples,Sector could not be confirmed*,Private military actors,Americas,Mexico,484,Chihuahua,1
recFkOqpyIBHLyWxr,2021-11-06,Steve Abua,Male,35,Small-scale farmer,Sector could not be confirmed*,Unspecified,Asia,Philippines,608,Central Luzon,1
rec9nxyvRtgxSRr4e,2021-05-28,Jair Adán Roldán Morales,Male,,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Antioquia,1
recmwKbYAS5eTlWRx,2021-11-15,Eliseu Pedroso,Male,23,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Rio Grande do Sul,1
reck11TEBVn4uIpoi,2021-07-11,José Francisco de Souza Araújo,Male,,Afrodescendant,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,Maranhão,1
rec0x96GvMOkGmLr8,2021-11-17,José Vane Guajajara,Male,26,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Maranhão,1
rec1CxCERYrG3frwU,2021-11-20,Aldenir dos Santos Macedo,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Rondônia,1
recOHziG8Hm7qEF0c,2021-09-23,Marcelo Chaves Ferreira,Male,,Small-scale farmer,Sector could not be confirmed*,Police,Americas,Brazil,076,Rondônia,1
recVoLgtBkPFzRyFc,2021-09-23,Ângelo Venicius Henrique Mozer,Male,48,Small-scale farmer,Sector could not be confirmed*,Police,Americas,Brazil,076,Rondônia,1
recaSSxsqzu2vY9a1,2021-12-19,Nange Yeti,Male,66,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Ecuador,218,Pastaza,1
recQIOUujGUuGTr9P,2021-10-21,Nazaria Calambás Tunubalá,Female,34,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Cauca,1
rec4dkcgMk0yI1FlH,2021-02-24,John Albeiro Paí Pascal,Male,,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Nariño,1
recxoqH7N0PLwLCGq,2021-10-18,Efrén España,Male,,Small-scale farmer,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Cauca,1
recimmt6YtJTebvEX,2021-10-18,Luis Alfonso Narváez Escobar,Male,,Indigenous peoples,Sector could not be confirmed*,Hitmen,Americas,Colombia,170,Cauca,1
reczbuQd1snEa5Ji5,2021-10-10,Víctor Orlando Mosquera ,Male,33,Other,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,Valle del Cauca,1
recxHyQzTcB2o2ZBs,2016-02-21,Roberto Carlos Palencia Fuentes,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,Yoro,1
reclpq5UBtOKJ6io0,2016-02-21,Nahún Alberto Morazán Sagastume,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,Yoro,1
recBIfWYzXAQpOOra,2016-02-21,Elvin Joel Palencia Fuentes,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,Yoro,1
rech43GUrMBFldMuM,2016-02-21,José Pantaleón Alvarenga Galdámez,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Honduras,340,Yoro,1
recb6nH3tHTYBN4u4,2017-05-20,Miguel Ángel Vázquez Torres,Male,,Indigenous peoples,Sector could not be confirmed*,Unspecified,Americas,Mexico,484,Jalisco,1
recUVhuvTwArczWae,2017-07-25,Maria da Lurdes Fernandes Silva,Female,60,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Pará,1
recV4YYw5HHqKJIEO,2013-03-21,Ermes Enrique Vidal Osorio,Male,60,Other,Sector could not be confirmed*,Unspecified,Americas,Colombia,170,,1
recV6dx0B2ZllPpXs,2017-07-25,Manoel Índio Arruda,Male,82,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Pará,1
recV7ABNrDIabK6lM,2015-11-22,Anderson Mateus André dos Santos,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Rondônia,1
recX6v0HHoW19kPTc,2012-03-27,Samir de Jesus Ruiz,Male,15,Other,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,,1
recYVClrDPOJX43e3,2015-08-03,Gilmer Genaro García Ramírez,Male,,Afrodescendant,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Costa Pacífica,1
recYV8gStQc72WfHQ,2014-02-24,Raimundo Rodrigues da Silva,Male,42,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
recZ13cB3NsPWRnMY,2012-04-02,Pedro Bruno,Male,,Other,Sector could not be confirmed*,Hitmen,Americas,Brazil,076,,1
rec0iWdN3AKpSqecA,2014-09-17,Aguinaldo Ribeiro Queiroz,Male,,Small-scale farmer,Sector could not be confirmed*,Landowners,Americas,Brazil,076,,1
rec0LHrbrFsVhFlGX,2017-04-23,Silvino Nunes Gouveia,Male,53,Small-scale farmer,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,Minas Gerais,1
rec0Wr06CUNYgpOWP,2012-11-29,Orlando Pereira Sales,Male,46,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
rectHN882nH4uV6fo,2016-09-03,Gaudencio Bagalay,Male,,Small-scale farmer,Sector could not be confirmed*,Unspecified,Asia,Philippines,608,Nueva Ecija,1
recu4jlOVsxbdLPOo,2017-11-26,Mario Castaño Bravo,Male,,Small-scale farmer,Sector could not be confirmed*,Private military actors,Americas,Colombia,170,Chocó,1
recu9JWEvJahDDryp,2014-08-12,Maria Paciência dos Santos,Female,59,Other,Sector could not be confirmed*,Unspecified,Americas,Brazil,076,,1
